	Token	Polarity	StdDev	Grades
5421	protested	-0.5	1.62788	[-2, -3, -1, -1, 0, 2, 2, -2, 1, -1]
5422	protesters	-0.9	0.7	[0, 0, 0, -1, -2, -2, -1, -1, -1, -1]
5423	protesting	-1.8	0.74833	[-2, -2, -1, -2, -1, -1, -2, -1, -3, -3]
5424	protests	-0.9	1.57797	[-2, -2, 2, 0, -1, -2, -2, -2, 2, -2]
5425	proud	2.1	0.3	[2, 3, 2, 2, 2, 2, 2, 2, 2, 2]
5426	prouder	2.2	1.16619	[2, 3, 3, 4, 0, 1, 1, 3, 2, 3]
5427	proudest	2.6	0.66332	[4, 2, 2, 2, 2, 3, 2, 3, 3, 3]
5428	proudful	1.9	1.51327	[3, 3, 0, 1, -1, 1, 4, 3, 2, 3]
5429	proudhearted	1.4	0.91652	[2, -1, 1, 2, 2, 1, 2, 2, 2, 1]
5430	proudly	2.6	0.4899	[2, 2, 3, 3, 2, 3, 3, 3, 2, 3]
5431	provoke	-1.7	0.64031	[-2, -2, -1, -1, -1, -2, -2, -1, -3, -2]
5432	provoked	-1.1	0.83066	[-1, -1, 0, -2, -2, -2, -2, 0, 0, -1]
5433	provokes	-1.3	0.78102	[-2, -2, -1, -2, -1, -2, -2, 0, 0, -1]
5434	provoking	-0.8	1.249	[-2, -2, -1, -2, 1, -1, 1, 1, -1, -2]
5435	pseudoscience	-1.2	1.32665	[-1, -1, -3, -4, 0, 0, -2, 0, 0, -1]
5436	puke	-2.4	1.0198	[-1, -3, -3, -2, -4, -4, -2, -1, -2, -2]
5437	puked	-1.8	0.6	[-1, -2, -2, -3, -1, -1, -2, -2, -2, -2]
5438	pukes	-1.9	0.7	[-1, -2, -3, -3, -1, -1, -2, -2, -2, -2]
5439	puking	-1.8	1.46969	[0, -2, -4, -3, -2, -3, 1, -1, -1, -3]
5440	pukka	2.8	0.4	[3, 2, 3, 3, 3, 2, 3, 3, 3, 3]
5441	punish	-2.4	0.91652	[-1, -3, -3, -4, -3, -1, -2, -2, -2, -3]
5442	punishabilities	-1.7	0.78102	[0, -2, -3, -2, -1, -2, -2, -1, -2, -2]
5443	punishability	-1.6	1.49666	[-2, -2, -1, -1, -2, -2, -3, 2, -4, -1]
5444	punishable	-1.9	0.7	[-3, -1, -1, -2, -2, -1, -3, -2, -2, -2]
5445	punished	-2.0	0.44721	[-2, -2, -1, -2, -2, -2, -2, -2, -3, -2]
5446	punisher	-1.9	0.53852	[-3, -1, -2, -2, -2, -2, -2, -1, -2, -2]
5447	punishers	-2.6	0.8	[-3, -3, -3, -3, -2, -2, -4, -2, -1, -3]
5448	punishes	-2.1	0.7	[-3, -2, -3, -2, -1, -2, -2, -3, -1, -2]
5449	punishing	-2.6	0.8	[-2, -3, -3, -3, -4, -1, -3, -2, -2, -3]
5450	punishment	-2.2	0.6	[-2, -1, -2, -2, -3, -3, -2, -2, -2, -3]
5451	punishments	-1.8	0.6	[-2, -2, -2, -1, -1, -2, -2, -3, -1, -2]
5452	punitive	-2.3	0.78102	[-4, -2, -3, -1, -2, -2, -2, -2, -3, -2]
5453	pushy	-1.1	0.83066	[-2, -2, -1, -1, -1, 1, -1, -2, -1, -1]
5454	puzzled	-0.7	0.45826	[0, 0, -1, -1, 0, -1, -1, -1, -1, -1]
5455	quaking	-1.5	0.67082	[-1, -2, -2, -2, -1, 0, -2, -1, -2, -2]
5456	questionable	-1.2	0.4	[-1, -1, -1, -1, -1, -1, -1, -2, -2, -1]
5457	questioned	-0.4	1.0198	[-2, 0, 0, -1, -1, 2, 0, 0, -1, -1]
5458	questioning	-0.4	0.66332	[0, -1, -1, 0, 0, 0, -2, 0, 0, 0]
5459	racism	-3.1	0.9434	[-4, -4, -4, -2, -3, -4, -2, -2, -2, -4]
5460	racist	-3.0	0.89443	[-1, -3, -3, -4, -3, -4, -4, -2, -3, -3]
5461	racists	-2.5	0.92195	[-3, 0, -3, -2, -2, -3, -3, -3, -3, -3]
5462	radian	0.4	0.66332	[0, 0, 0, 0, 0, 0, 1, 2, 0, 1]
5463	radiance	1.4	1.11355	[3, 1, 2, 3, 1, 1, -1, 1, 2, 1]
5464	radiances	1.1	0.53852	[1, 2, 2, 1, 1, 1, 0, 1, 1, 1]
5465	radiancies	0.8	1.16619	[-1, 0, 3, 1, 1, 1, 1, 2, -1, 1]
5466	radiancy	1.4	0.66332	[2, 1, 1, 3, 1, 1, 1, 1, 2, 1]
5467	radians	0.2	0.6	[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]
5468	radiant	2.1	0.83066	[4, 2, 2, 2, 2, 1, 1, 3, 2, 2]
5469	radiantly	1.3	0.78102	[3, 2, 1, 1, 1, 1, 1, 0, 1, 2]
5470	radiants	1.2	0.6	[2, 1, 0, 2, 1, 1, 1, 2, 1, 1]
5471	rage	-2.6	0.8	[-3, -2, -2, -3, -3, -4, -1, -2, -3, -3]
5472	raged	-2.0	0.63246	[-2, -1, -1, -3, -3, -2, -2, -2, -2, -2]
5473	ragee	-0.4	1.42829	[-2, -1, 0, 3, 0, -2, -2, 0, 0, 0]
5474	rageful	-2.8	0.6	[-3, -3, -3, -3, -2, -4, -2, -3, -2, -3]
5475	rages	-2.1	0.7	[-3, -1, -1, -3, -3, -2, -2, -2, -2, -2]
5476	raging	-2.4	1.0198	[-1, -3, -3, -1, -3, -3, -1, -4, -2, -3]
5477	rainy	-0.3	0.64031	[-1, 0, 1, 0, 0, 0, -1, 0, -1, -1]
5478	rancid	-2.5	1.11803	[-3, -3, -3, -2, -3, 0, -3, -1, -4, -3]
5479	rancidity	-2.6	0.8	[-4, -3, -3, -2, -2, -2, -2, -2, -2, -4]
5480	rancidly	-2.5	1.20416	[-2, -1, -4, -3, -4, -1, -2, -3, -4, -1]
5481	rancidness	-2.6	0.91652	[-3, -4, -2, -3, -4, -2, -3, -1, -2, -2]
5482	rancidnesses	-1.6	0.4899	[-2, -1, -2, -1, -1, -2, -2, -2, -1, -2]
5483	rant	-1.4	0.66332	[-1, -2, -2, -1, -2, -2, -2, -1, 0, -1]
5484	ranter	-1.2	1.16619	[-1, -2, -2, -2, -1, -1, -1, -2, 2, -2]
5485	ranters	-1.2	0.87178	[-1, -1, -1, 0, -1, -1, -3, -2, 0, -2]
5486	rants	-1.3	0.45826	[-1, -1, -1, -2, -1, -1, -1, -2, -2, -1]
5487	rape	-3.7	0.64031	[-4, -2, -4, -4, -4, -4, -4, -4, -3, -4]
5488	raped	-3.6	0.4899	[-3, -3, -4, -4, -3, -4, -4, -4, -3, -4]
5489	raper	-3.4	0.66332	[-3, -3, -4, -4, -3, -3, -4, -4, -2, -4]
5490	rapers	-3.6	0.66332	[-2, -4, -4, -3, -4, -3, -4, -4, -4, -4]
5491	rapes	-3.5	0.67082	[-4, -3, -4, -4, -3, -4, -4, -3, -2, -4]
5492	rapeseeds	-0.5	1.20416	[0, 0, 0, 0, 0, -4, 0, 0, -1, 0]
5493	raping	-3.8	0.4	[-3, -4, -4, -4, -4, -4, -4, -4, -3, -4]
5494	rapist	-3.9	0.3	[-4, -4, -4, -4, -4, -4, -3, -4, -4, -4]
5495	rapists	-3.3	0.64031	[-3, -3, -4, -3, -4, -3, -4, -2, -4, -3]
5496	rapture	0.6	2.2891	[-2, 2, -2, 3, 3, 4, -1, -1, 2, -2]
5497	raptured	0.9	1.97231	[0, -2, 0, 2, 4, -1, 4, -1, 1, 2]
5498	raptures	0.7	2.05183	[0, -2, 0, 2, 4, -2, 4, -1, 1, 1]
5499	rapturous	1.7	1.95192	[3, 4, 0, 3, 2, 2, 4, -2, -1, 2]
5500	rash	-1.7	0.78102	[-2, -1, -1, -3, -2, -2, -1, -1, -1, -3]
5501	ratified	0.6	0.4899	[1, 0, 0, 1, 1, 0, 1, 1, 0, 1]
5502	reach	0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
5503	reached	0.4	0.4899	[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]
5504	reaches	0.2	0.4	[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]
5505	reaching	0.8	0.6	[1, 0, 2, 0, 1, 0, 1, 1, 1, 1]
5506	readiness	1.0	0.63246	[1, 1, 1, 1, 0, 1, 2, 1, 2, 0]
5507	ready	1.5	1.0247	[2, 1, 1, 0, 2, 2, 1, 1, 1, 4]
5508	reassurance	1.5	0.5	[1, 1, 1, 1, 2, 1, 2, 2, 2, 2]
5509	reassurances	1.4	0.8	[0, 1, 1, 2, 1, 1, 1, 2, 3, 2]
5510	reassure	1.4	0.4899	[2, 2, 1, 1, 2, 1, 2, 1, 1, 1]
5511	reassured	1.7	0.45826	[2, 1, 1, 1, 2, 2, 2, 2, 2, 2]
5512	reassures	1.5	0.92195	[2, 1, 1, 2, 2, 2, -1, 2, 2, 2]
5513	reassuring	1.7	1.48661	[3, 3, 2, -2, 1, 3, 3, 2, 1, 1]
5514	reassuringly	1.8	0.87178	[1, 3, 2, 1, 2, 3, 3, 1, 1, 1]
5515	rebel	-0.6	1.49666	[-2, -1, -1, 0, -2, -1, 2, 1, 1, -3]
5516	rebeldom	-1.5	1.0247	[-2, -2, -1, -3, -2, -2, -1, 1, -1, -2]
5517	rebelled	-1.0	1.26491	[-2, -2, 0, -2, 0, -2, -2, -1, -1, 2]
5518	rebelling	-1.1	1.51327	[-3, -1, -2, -1, -2, -1, -1, -3, 2, 1]
5519	rebellion	-0.5	1.80278	[-2, -2, -1, -1, 3, -1, 1, -3, 2, -1]
5520	rebellions	-1.1	1.57797	[-2, -4, -3, 0, 0, -1, 1, -2, -1, 1]
5521	rebellious	-1.2	1.249	[-2, -1, -3, -1, -2, -2, 1, -1, 1, -2]
5522	rebelliously	-1.8	0.87178	[-3, 0, -2, -2, -1, -2, -3, -1, -2, -2]
5523	rebelliousness	-1.2	1.16619	[0, -3, -1, -2, 1, -1, -2, 0, -2, -2]
5524	rebels	-0.8	1.07703	[-1, 0, 0, -2, 0, -3, 0, 0, 0, -2]
5525	recession	-1.8	1.07703	[-3, -1, -4, -2, -1, -1, -1, -1, -3, -1]
5526	reckless	-1.7	0.64031	[-2, -1, -1, -3, -1, -2, -1, -2, -2, -2]
5527	recommend	1.5	0.67082	[1, 1, 1, 1, 2, 3, 2, 2, 1, 1]
5528	recommended	0.8	1.07703	[1, 1, 0, -2, 1, 2, 1, 2, 1, 1]
5529	recommends	0.9	0.9434	[1, 1, 2, 0, 0, 2, 1, -1, 2, 1]
5530	redeemed	1.3	0.9	[2, 1, 2, 2, 1, -1, 2, 1, 2, 1]
5531	reek	-2.4	0.66332	[-3, -3, -2, -3, -3, -2, -2, -2, -1, -3]
5532	reeked	-2.0	1.09545	[-4, -3, -2, -3, -1, -2, 0, -1, -2, -2]
5533	reeker	-1.7	1.1	[0, -2, -1, 0, -3, -3, -2, -1, -3, -2]
5534	reekers	-1.5	1.0247	[-3, 0, 0, 0, -2, -2, -2, -2, -2, -2]
5535	reeking	-2.0	1.48324	[2, -2, -2, -3, -3, -3, -1, -3, -3, -2]
5536	refuse	-1.2	0.4	[-1, -1, -1, -1, -1, -1, -1, -2, -2, -1]
5537	refused	-1.2	0.74833	[0, -1, -1, -1, -1, -1, -2, -1, -3, -1]
5538	refusing	-1.7	0.64031	[-1, -1, -1, -2, -2, -2, -3, -1, -2, -2]
5539	regret	-1.8	0.6	[-2, -2, -2, -2, -1, -3, -1, -1, -2, -2]
5540	regretful	-1.9	0.83066	[-1, -2, -1, -2, -1, -2, -1, -3, -3, -3]
5541	regretfully	-1.9	0.83066	[-1, -1, -1, -3, -2, -3, -1, -3, -2, -2]
5542	regretfulness	-1.6	0.66332	[-1, -3, -1, -1, -1, -2, -1, -2, -2, -2]
5543	regrets	-1.5	0.5	[-2, -2, -2, -1, -2, -1, -1, -2, -1, -1]
5544	regrettable	-2.3	0.78102	[-3, -1, -2, -1, -3, -2, -3, -3, -2, -3]
5545	regrettably	-2.0	0.63246	[-2, -3, -1, -3, -2, -1, -2, -2, -2, -2]
5546	regretted	-1.6	0.4899	[-2, -1, -2, -2, -2, -2, -1, -1, -1, -2]
5547	regretter	-1.6	0.66332	[-2, -1, -2, -2, -3, -2, -1, -1, -1, -1]
5548	regretters	-2.0	0.89443	[-1, -2, -2, -2, -4, -3, -1, -1, -2, -2]
5549	regretting	-1.7	0.78102	[-3, -2, -2, -1, -3, -1, -1, -1, -2, -1]
5550	reinvigorate	2.3	0.78102	[3, 3, 3, 2, 3, 1, 2, 1, 2, 3]
5551	reinvigorated	1.9	1.13578	[2, 2, 3, 1, 2, 3, 3, -1, 2, 2]
5552	reinvigorates	1.8	0.9798	[2, 2, 3, 0, 2, 2, 3, 0, 2, 2]
5553	reinvigorating	1.7	0.64031	[1, 2, 1, 1, 2, 2, 2, 1, 3, 2]
5554	reinvigoration	2.2	0.4	[2, 2, 2, 3, 2, 3, 2, 2, 2, 2]
5555	reject	-1.7	0.64031	[-1, -2, -2, -2, -1, -3, -1, -1, -2, -2]
5556	rejected	-2.3	0.45826	[-3, -2, -3, -3, -2, -2, -2, -2, -2, -2]
5557	rejectee	-2.3	0.45826	[-3, -2, -2, -3, -2, -3, -2, -2, -2, -2]
5558	rejectees	-1.8	0.4	[-2, -2, -1, -2, -2, -2, -2, -2, -2, -1]
5559	rejecter	-1.6	0.66332	[-2, -1, -1, -3, -2, -2, -1, -1, -1, -2]
5560	rejecters	-1.8	0.6	[-2, -3, -1, -1, -2, -1, -2, -2, -2, -2]
5561	rejecting	-2.0	0.7746	[-1, -2, -3, -1, -2, -3, -2, -1, -3, -2]
5562	rejectingly	-1.7	0.64031	[-1, -2, -2, -2, -1, -2, -2, -1, -3, -1]
5563	rejection	-2.5	0.67082	[-3, -3, -2, -4, -3, -2, -2, -2, -2, -2]
5564	rejections	-2.1	0.53852	[-3, -2, -2, -2, -1, -2, -3, -2, -2, -2]
5565	rejective	-1.8	0.6	[-3, -2, -2, -2, -1, -1, -2, -2, -1, -2]
5566	rejector	-1.8	0.74833	[-2, -1, -2, -3, -1, -2, -1, -2, -3, -1]
5567	rejects	-2.2	0.4	[-3, -2, -2, -2, -2, -3, -2, -2, -2, -2]
5568	rejoice	1.9	0.9434	[2, 3, 1, 3, 1, 3, 1, 3, 1, 1]
5569	rejoiced	2.0	0.63246	[2, 1, 2, 3, 2, 2, 3, 1, 2, 2]
5570	rejoices	2.1	0.7	[2, 1, 2, 3, 2, 3, 3, 2, 2, 1]
5571	rejoicing	2.8	0.4	[3, 3, 2, 3, 3, 3, 2, 3, 3, 3]
5572	relax	1.9	1.13578	[2, 1, 1, 1, 4, 4, 2, 1, 1, 2]
5573	relaxant	1.0	0.89443	[2, 1, 0, 0, 1, 0, 1, 3, 1, 1]
5574	relaxants	0.7	0.9	[0, 1, 1, 0, -1, 2, 1, 2, 1, 0]
5575	relaxation	2.4	0.4899	[3, 2, 3, 2, 2, 3, 3, 2, 2, 2]
5576	relaxations	1.0	0.89443	[-1, 0, 2, 1, 1, 2, 1, 2, 1, 1]
5577	relaxed	2.2	0.87178	[2, 3, 1, 3, 3, 3, 1, 2, 1, 3]
5578	relaxedly	1.5	0.5	[2, 2, 1, 1, 2, 1, 2, 2, 1, 1]
5579	relaxedness	2.0	0.63246	[2, 2, 3, 1, 3, 2, 2, 2, 1, 2]
5580	relaxer	1.6	0.8	[0, 2, 1, 2, 1, 3, 1, 2, 2, 2]
5581	relaxers	1.4	0.4899	[2, 1, 1, 1, 2, 2, 2, 1, 1, 1]
5582	relaxes	1.5	0.5	[2, 1, 1, 1, 1, 2, 2, 2, 1, 2]
5583	relaxin	1.7	0.64031	[2, 2, 1, 2, 0, 2, 2, 2, 2, 2]
5584	relaxing	2.2	0.6	[1, 2, 2, 2, 2, 3, 3, 3, 2, 2]
5585	relaxins	1.2	1.4	[1, 3, 2, 1, 0, 1, -2, 3, 2, 1]
5586	relentless	0.2	1.07703	[3, -1, 0, -1, 0, 1, 0, 0, 0, 0]
5587	reliant	0.5	1.20416	[0, 2, -1, 1, 0, 1, 2, -1, 2, -1]
5588	relief	2.1	0.53852	[2, 2, 2, 3, 2, 3, 2, 1, 2, 2]
5589	reliefs	1.3	0.78102	[1, 2, 2, 2, 2, 2, 0, 0, 1, 1]
5590	relievable	1.1	1.22066	[1, -2, 1, 1, 1, 1, 3, 2, 1, 2]
5591	relieve	1.5	0.5	[1, 2, 1, 2, 1, 1, 2, 2, 1, 2]
5592	relieved	1.6	0.66332	[2, 1, 2, 1, 1, 3, 2, 1, 1, 2]
5593	relievedly	1.4	0.4899	[1, 2, 1, 1, 1, 2, 2, 2, 1, 1]
5594	reliever	1.5	0.80623	[2, 1, 2, 2, 1, 2, 0, 1, 1, 3]
5595	relievers	1.0	0.63246	[1, 1, 1, 1, 2, 0, 2, 0, 1, 1]
5596	relieves	1.5	0.80623	[2, 1, 2, 2, 1, 2, 0, 1, 1, 3]
5597	relieving	1.5	1.0247	[2, 2, 1, 2, 3, -1, 2, 1, 1, 2]
5598	relievo	1.3	1.00499	[0, 2, 1, 2, 2, -1, 2, 2, 2, 1]
5599	relishing	1.6	0.8	[1, 2, 1, 3, 2, 3, 1, 1, 1, 1]
5600	reluctance	-1.4	0.4899	[-2, -2, -1, -1, -1, -1, -2, -1, -2, -1]
5601	reluctancy	-1.6	0.8	[-3, -2, -1, -1, -1, -1, -2, -1, -3, -1]
5602	reluctant	-1.0	0.7746	[0, -1, 0, -1, -1, 0, -1, -2, -2, -2]
5603	reluctantly	-0.4	1.42829	[-1, 2, -1, -2, -2, -1, 1, -1, 2, -1]
5604	remarkable	2.6	1.0198	[3, 4, 3, 2, 2, 3, 3, 0, 3, 3]
5605	remorse	-1.1	1.51327	[-3, -1, -3, 1, 2, -2, -1, -1, -2, -1]
5606	remorseful	-0.9	2.07123	[-1, 1, -2, -3, 2, -1, -3, -2, 3, -3]
5607	remorsefully	-0.7	1.34536	[-1, -1, 0, -1, -2, -1, -1, 1, -3, 2]
5608	remorsefulness	-0.7	1.61555	[-1, -2, 2, -2, -2, -1, 0, -3, 2, 0]
5609	remorseless	-2.3	0.64031	[-4, -2, -2, -2, -3, -2, -2, -2, -2, -2]
5610	remorselessly	-2.0	1.09545	[-3, -3, -3, -2, -1, -1, -4, -1, -1, -1]
5611	remorselessness	-2.8	1.16619	[-3, -4, -2, -2, -3, -4, -1, -1, -4, -4]
5612	repetitive	-1.0	0.06325	[-1, -1, 0, -2, -1, -2, -1, -1, 0, -1]
5613	repress	-1.4	0.66332	[-1, -1, -3, -2, -1, -1, -2, -1, -1, -1]
5614	repressed	-1.3	0.78102	[-1, 0, -3, -1, -1, -2, -1, -1, -2, -1]
5615	represses	-1.3	1.00499	[-1, 0, -3, -1, 0, -3, -1, -1, -2, -1]
5616	repressible	-1.5	0.92195	[-1, -2, -3, -1, 0, -1, -3, -1, -2, -1]
5617	repressing	-1.8	0.6	[-1, -2, -2, -2, -1, -3, -2, -1, -2, -2]
5618	repression	-1.6	0.91652	[-2, -2, -1, -1, -1, -1, -4, -1, -2, -1]
5619	repressions	-1.7	1.00499	[-2, -3, -1, -2, -2, -3, -2, 0, 0, -2]
5620	repressive	-1.4	1.11355	[-3, -1, -1, -2, -1, -3, 1, -2, -1, -1]
5621	repressively	-1.7	0.45826	[-2, -1, -2, -2, -2, -2, -2, -2, -1, -1]
5622	repressiveness	-1.0	1.73205	[-2, -1, -2, -3, -1, -1, 1, -3, 3, -1]
5623	repressor	-1.4	1.28062	[-1, 0, -3, -1, -2, -4, 0, -1, 0, -2]
5624	repressors	-2.2	1.66132	[-2, -4, 0, -2, -1, -3, -4, -3, 1, -4]
5625	repressurize	-0.3	0.64031	[0, 0, 0, 0, 0, 0, -2, 0, -1, 0]
5626	repressurized	0.1	0.3	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
5627	repressurizes	0.1	0.3	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
5628	repressurizing	-0.1	0.3	[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]
5629	repulse	-2.8	0.4	[-3, -3, -3, -3, -2, -3, -3, -3, -2, -3]
5630	repulsed	-2.2	0.9798	[0, -2, -2, -2, -3, -3, -1, -3, -3, -3]
5631	rescue	2.3	0.78102	[1, 3, 1, 3, 2, 3, 3, 2, 2, 3]
5632	rescued	1.8	1.53623	[3, 2, 2, -2, 3, 2, 1, 4, 1, 2]
5633	rescues	1.3	0.78102	[3, 2, 0, 2, 1, 1, 1, 1, 1, 1]
5634	resent	-0.7	1.26886	[-2, -2, 0, -1, -1, -1, -2, 1, 2, -1]
5635	resented	-1.6	1.35647	[-2, -3, -2, -2, -1, -1, 2, -3, -2, -2]
5636	resentence	-1.0	0.7746	[-1, 0, -1, -1, 0, -2, -1, 0, -2, -2]
5637	resentenced	-0.8	0.9798	[0, -2, -1, 0, -1, 0, 0, 0, -3, -1]
5638	resentences	-0.6	0.8	[0, -2, -1, 0, -1, 0, 0, 0, -2, 0]
5639	resentencing	0.2	0.87178	[-1, -1, 0, 1, 0, 0, 1, 2, 0, 0]
5640	resentful	-2.1	0.83066	[-3, -1, -2, -3, -1, -1, -3, -2, -2, -3]
5641	resentfully	-1.4	1.11355	[-1, -2, -1, -1, -3, 1, -1, -3, -1, -2]
5642	resentfulness	-2.0	0.7746	[-2, -2, -3, -3, -2, -3, -2, -1, -1, -1]
5643	resenting	-1.2	1.72047	[-2, -1, -2, -2, -1, -3, -3, 2, 2, -2]
5644	resentment	-1.9	0.83066	[-1, -3, -2, -3, -2, -3, -1, -1, -1, -2]
5645	resentments	-1.9	0.7	[-2, -1, -2, -3, -1, -2, -2, -2, -1, -3]
5646	resents	-1.2	1.32665	[-2, -1, -1, -3, 1, -1, 1, -3, -2, -1]
5647	resign	-1.4	0.66332	[-2, -1, -3, -1, -1, -1, -1, -2, -1, -1]
5648	resignation	-1.2	0.4	[-1, -1, -1, -2, -1, -1, -1, -1, -2, -1]
5649	resignations	-1.2	0.6	[0, -1, -1, -2, -2, -2, -1, -1, -1, -1]
5650	resigned	-1.0	0.63246	[-2, -1, 0, -1, -2, -1, -1, -1, 0, -1]
5651	resignedly	-0.7	1.26886	[-3, -1, -1, -1, -1, 1, 1, 1, -2, -1]
5652	resignedness	-0.8	1.07703	[-1, -2, 1, -2, -1, -1, 0, -2, -1, 1]
5653	resigner	-1.2	0.6	[-2, -1, 0, -1, -2, -2, -1, -1, -1, -1]
5654	resigners	-1.0	1.09545	[-1, 0, -1, -3, -1, 0, 0, -1, -3, 0]
5655	resigning	-0.9	1.22066	[-1, -1, -1, -1, -1, 0, -1, -3, -2, 2]
5656	resigns	-1.3	0.9	[0, -1, -1, 0, -2, -1, -3, -1, -2, -2]
5657	resolute	1.1	0.53852	[2, 1, 0, 1, 1, 1, 2, 1, 1, 1]
5658	resolvable	1.0	0.0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
5659	resolve	1.6	0.66332	[2, 1, 1, 2, 2, 1, 3, 1, 1, 2]
5660	resolved	0.7	0.78102	[1, 2, 0, 1, 1, 0, 2, 0, 0, 0]
5661	resolvent	0.7	0.78102	[1, 0, 1, 2, 0, -1, 1, 1, 1, 1]
5662	resolvents	0.4	0.66332	[2, 0, 0, 1, 0, 0, 1, 0, 0, 0]
5663	resolver	0.7	0.78102	[1, 2, 0, 1, 1, 0, 2, 0, 0, 0]
5664	resolvers	1.4	0.4899	[2, 1, 2, 1, 1, 1, 2, 1, 2, 1]
5665	resolves	0.7	0.78102	[1, 2, 0, 1, 1, 0, 2, 0, 0, 0]
5666	resolving	1.6	0.4899	[2, 2, 1, 2, 2, 1, 1, 1, 2, 2]
5667	respect	2.1	0.53852	[2, 2, 2, 2, 3, 3, 2, 2, 1, 2]
5668	respectabilities	1.8	0.4	[2, 2, 2, 1, 2, 2, 2, 1, 2, 2]
5669	respectability	2.4	0.8	[4, 1, 3, 2, 3, 3, 2, 2, 2, 2]
5670	respectable	1.9	0.7	[2, 2, 2, 2, 1, 3, 3, 1, 1, 2]
5671	respectableness	1.2	1.32665	[2, 1, 1, 0, 3, 2, -2, 2, 2, 1]
5672	respectably	1.7	0.78102	[2, 2, 1, 3, 1, 3, 2, 1, 1, 1]
5673	respected	2.1	0.7	[2, 2, 1, 2, 3, 1, 2, 3, 3, 2]
5674	respecter	2.1	0.53852	[3, 2, 2, 2, 2, 2, 1, 3, 2, 2]
5675	respecters	1.6	0.8	[2, 1, 2, 2, 3, 1, 2, 2, 0, 1]
5676	respectful	2.0	0.7746	[1, 1, 3, 2, 2, 3, 1, 2, 3, 2]
5677	respectfully	1.7	0.64031	[1, 2, 1, 2, 2, 2, 1, 3, 1, 2]
5678	respectfulness	1.9	1.37477	[4, 2, 2, 1, 2, 4, -1, 1, 2, 2]
5679	respectfulnesses	1.3	1.18743	[1, 1, 2, 2, 2, 2, 2, 1, -2, 2]
5680	respecting	2.2	0.6	[1, 3, 2, 3, 2, 2, 3, 2, 2, 2]
5681	respective	1.8	1.16619	[2, 2, 3, 0, 1, 3, 3, 1, 0, 3]
5682	respectively	1.4	0.91652	[0, 0, 2, 2, 0, 2, 2, 2, 2, 2]
5683	respectiveness	1.1	1.04403	[0, 2, 1, 0, 1, 0, 2, 2, 0, 3]
5684	respects	1.3	1.00499	[2, 0, 0, 0, 2, 1, 2, 1, 2, 3]
5685	responsible	1.3	1.1	[1, 1, 0, 4, 2, 2, 1, 0, 1, 1]
5686	responsive	1.5	0.92195	[3, 1, 1, 0, 1, 1, 2, 3, 2, 1]
5687	restful	1.5	0.67082	[1, 1, 1, 1, 2, 1, 2, 1, 2, 3]
5688	restless	-1.1	0.3	[-1, -1, -1, -1, -1, -1, -2, -1, -1, -1]
5689	restlessly	-1.4	0.91652	[-1, -4, -1, -1, -1, -2, -1, -1, -1, -1]
5690	restlessness	-1.2	0.74833	[-3, -1, -1, 0, -1, -2, -1, -1, -1, -1]
5691	restore	1.2	0.9798	[1, 1, 2, 2, 2, 2, 1, -1, 0, 2]
5692	restored	1.4	0.91652	[2, 2, 1, 2, 1, 2, 2, 1, -1, 2]
5693	restores	1.2	0.6	[2, 1, 1, 2, 1, 0, 1, 1, 2, 1]
5694	restoring	1.2	0.4	[2, 1, 1, 1, 1, 2, 1, 1, 1, 1]
5695	restrict	-1.6	0.8	[-3, -1, -1, -1, -3, -1, -2, -1, -1, -2]
5696	restricted	-1.6	0.4899	[-1, -2, -1, -1, -1, -2, -2, -2, -2, -2]
5697	restricting	-1.6	0.4899	[-2, -2, -2, -2, -1, -2, -1, -1, -2, -1]
5698	restriction	-1.1	0.9434	[-1, -1, -1, -1, -3, 1, -2, -1, -1, -1]
5699	restricts	-1.3	1.1	[-2, -2, -3, -1, -1, -2, 1, -1, -2, 0]
5700	retained	0.1	0.7	[-1, 1, 1, 1, 0, -1, 0, 0, 0, 0]
5701	retard	-2.4	0.8	[-2, -2, -2, -1, -3, -2, -4, -3, -3, -2]
5702	retarded	-2.7	1.26886	[-4, -1, -3, -3, -4, -4, -2, -1, -1, -4]
5703	retreat	0.8	1.07703	[2, 2, 0, 0, -1, 1, 2, 0, 2, 0]
5704	revenge	-2.4	0.66332	[-2, -3, -2, -3, -3, -3, -2, -1, -2, -3]
5705	revenged	-0.9	1.37477	[-2, -3, -2, -1, -1, 2, -1, 1, -1, -1]
5706	revengeful	-2.4	0.4899	[-2, -2, -2, -3, -3, -2, -3, -3, -2, -2]
5707	revengefully	-1.4	2.00998	[-3, -2, -2, -2, 3, 2, -3, -3, -2, -2]
5708	revengefulness	-2.2	0.87178	[-2, -3, -3, -2, -2, -2, -1, -4, -1, -2]
5709	revenger	-2.1	0.83066	[-2, -3, -2, -1, -1, -2, -3, -3, -1, -3]
5710	revengers	-2.0	0.44721	[-2, -2, -3, -2, -2, -2, -1, -2, -2, -2]
